"clnt_id","clnt_gender","clnt_age"
"14085",unknown,unknown
"14086",unknown,unknown
"14087",unknown,unknown
"14088",M,"30"
"14089",unknown,unknown
"14090",unknown,unknown
"14091",unknown,unknown
"14092",unknown,unknown
"14093",unknown,unknown
"14094",unknown,unknown
"14095",F,"50"
"14096",unknown,unknown
"14097",unknown,unknown
"14098",F,"50"
"14099",unknown,unknown
"14100",unknown,unknown
"14101",unknown,unknown
"14102",unknown,unknown
"14103",unknown,unknown
"14104",unknown,unknown
"14105",unknown,unknown
"14106",unknown,unknown
"14107",F,"40"
"14108",F,"40"
"14109",unknown,unknown
"14110",unknown,unknown
"14111",unknown,unknown
"14112",unknown,unknown
"14113",unknown,unknown
"14114",unknown,unknown
"14115",unknown,unknown
"14116",unknown,unknown
"14117",unknown,unknown
"14118",unknown,unknown
"14119",unknown,unknown
"14120",unknown,unknown
"14121",unknown,unknown
"14122",unknown,unknown
"14123",unknown,unknown
"14124",unknown,unknown
"14125",unknown,unknown
"14126",F,"30"
"14127",F,"20"
"14128",unknown,unknown
"14129",F,"40"
"14130",unknown,unknown
"14131",F,"30"
"14132",F,"40"
"14133",unknown,unknown
"14134",unknown,unknown
"14135",unknown,unknown
"14136",unknown,unknown
"14137",unknown,unknown
"14138",unknown,unknown
"14139",unknown,unknown
"14140",unknown,unknown
"14141",unknown,unknown
"14142",unknown,unknown
"14143",unknown,unknown
"14144",unknown,unknown
"14145",unknown,unknown
"14146",unknown,unknown
"14147",M,"30"
"14148",unknown,unknown
"14149",unknown,unknown
"14150",unknown,unknown
"14151",unknown,unknown
"14152",unknown,unknown
"14153",F,"30"
"14154",unknown,unknown
"14155",unknown,unknown
"14156",unknown,unknown
"14157",unknown,unknown
"14158",unknown,unknown
"14159",unknown,unknown
"14160",unknown,unknown
"14161",unknown,unknown
"14162",unknown,unknown
"14163",M,"40"
"14164",unknown,unknown
"14165",unknown,unknown
"14166",unknown,unknown
"14167",unknown,unknown
"14168",unknown,unknown
"14169",unknown,unknown
"14170",F,"30"
"14171",unknown,unknown
"14172",unknown,unknown
"14173",unknown,unknown
"14174",unknown,unknown
"14175",unknown,unknown
"14176",unknown,unknown
"14177",unknown,unknown
"14178",F,"20"
"14179",unknown,unknown
"14180",unknown,unknown
"14181",F,"40"
"14182",unknown,unknown
"14183",unknown,unknown
"14184",unknown,unknown
"14185",unknown,unknown
"14186",unknown,unknown
"14187",unknown,unknown
"14188",unknown,unknown
"14189",unknown,unknown
"14190",unknown,unknown
"14191",unknown,unknown
"14192",F,"40"
"14193",unknown,unknown
"14194",unknown,unknown
"14195",unknown,unknown
"14196",F,"40"
"14197",unknown,unknown
"14198",unknown,unknown
"14199",unknown,unknown
"14200",unknown,unknown
"14201",unknown,unknown
"14202",unknown,unknown
"14203",unknown,unknown
"14204",unknown,unknown
"14205",F,"30"
"14206",unknown,unknown
"14207",unknown,unknown
"14208",unknown,unknown
"14209",unknown,unknown
"14210",F,"30"
"14211",unknown,unknown
"14212",unknown,unknown
"14213",unknown,unknown
"14214",unknown,unknown
"14215",F,"40"
"14216",unknown,unknown
"14217",unknown,unknown
"14218",unknown,unknown
"14219",unknown,unknown
"14220",unknown,unknown
"14221",unknown,unknown
"14222",F,"30"
"14223",unknown,unknown
"14224",unknown,unknown
"14225",F,"30"
"14226",unknown,unknown
"14227",unknown,unknown
"14228",unknown,unknown
"14229",unknown,unknown
"14230",unknown,unknown
"14231",unknown,unknown
"14232",unknown,unknown
"14233",unknown,unknown
"14234",unknown,unknown
"14235",unknown,unknown
"14236",unknown,unknown
"14237",unknown,unknown
"14238",F,"30"
"14239",unknown,unknown
"14240",unknown,unknown
"14241",unknown,unknown
"14242",unknown,unknown
"14243",unknown,unknown
"14244",unknown,unknown
"14245",F,"30"
"14246",unknown,unknown
"14247",unknown,unknown
"14248",unknown,unknown
"14249",unknown,unknown
"14250",unknown,unknown
"14251",unknown,unknown
"14252",unknown,unknown
"14253",unknown,unknown
"14254",unknown,unknown
"14255",unknown,unknown
"14256",unknown,unknown
"14257",unknown,unknown
"14258",unknown,unknown
"14259",unknown,unknown
"14260",unknown,unknown
"14261",unknown,unknown
"14262",unknown,unknown
"14263",unknown,unknown
"14264",F,"30"
"14265",M,"40"
"14266",unknown,unknown
"14267",unknown,unknown
"14268",F,"40"
"14269",unknown,unknown
"14270",unknown,unknown
"14271",unknown,unknown
"14272",unknown,unknown
"14273",unknown,unknown
"14274",unknown,unknown
"14275",unknown,unknown
"14276",unknown,unknown
"14277",unknown,unknown
"14278",F,"60"
"14279",unknown,unknown
"14280",unknown,unknown
"14281",unknown,unknown
"14282",unknown,unknown
"14283",unknown,unknown
"14284",unknown,unknown
"14285",unknown,unknown
"14286",F,"50"
"14287",unknown,unknown
"14288",unknown,unknown
"14289",unknown,unknown
"14290",unknown,unknown
"14291",unknown,unknown
"14292",M,"40"
"14293",unknown,unknown
"14294",unknown,unknown
"14295",unknown,unknown
"14296",unknown,unknown
"14297",F,"20"
"14298",unknown,unknown
"14299",F,"30"
"14300",unknown,unknown
"14301",unknown,unknown
"14302",unknown,unknown
"14303",unknown,unknown
"14304",unknown,unknown
"14305",F,"40"
"14306",unknown,unknown
"14307",unknown,unknown
"14308",unknown,unknown
"14309",unknown,unknown
"14310",F,"40"
"14311",unknown,unknown
"14312",F,"40"
"14313",unknown,unknown
"14314",unknown,unknown
"14315",unknown,unknown
"14316",unknown,unknown
"14317",F,"40"
"14318",unknown,unknown
"14319",unknown,unknown
"14320",M,"50"
"14321",unknown,unknown
"14322",unknown,unknown
"14323",unknown,unknown
"14324",unknown,unknown
"14325",unknown,unknown
"14326",unknown,unknown
"14327",unknown,unknown
"14328",unknown,unknown
"14329",unknown,unknown
"14330",unknown,unknown
"14331",unknown,unknown
"14332",unknown,unknown
"14333",F,"40"
"14334",M,"50"
"14335",unknown,unknown
"14336",M,"60"
"14337",F,"40"
"14338",unknown,unknown
"14339",unknown,unknown
"14340",unknown,unknown
"14341",unknown,unknown
"14342",unknown,unknown
"14343",M,"50"
"14344",unknown,unknown
"14345",unknown,unknown
"14346",unknown,unknown
"14347",unknown,unknown
"14348",unknown,unknown
"14349",unknown,unknown
"14350",unknown,unknown
"14351",unknown,unknown
"14352",unknown,unknown
"14353",unknown,unknown
"14354",unknown,unknown
"14355",unknown,unknown
"14356",unknown,unknown
"14357",unknown,unknown
"14358",unknown,unknown
"14359",unknown,unknown
"14360",unknown,unknown
"14361",unknown,unknown
"14362",unknown,unknown
"14363",unknown,unknown
"14364",unknown,unknown
"14365",unknown,unknown
"14366",unknown,unknown
"14367",unknown,unknown
"14368",unknown,unknown
"14369",unknown,unknown
"14370",unknown,unknown
"14371",F,"30"
"14372",unknown,unknown
"14373",unknown,unknown
"14374",M,"40"
"14375",unknown,unknown
"14376",unknown,unknown
"14377",unknown,unknown
"14378",unknown,unknown
"14379",unknown,unknown
"14380",F,"30"
"14381",M,"30"
"14382",unknown,unknown
"14383",F,"30"
"14384",unknown,unknown
"14385",unknown,unknown
"14386",unknown,unknown
"14387",F,"50"
"14388",unknown,unknown
"14389",unknown,unknown
"14390",unknown,unknown
"14391",unknown,unknown
"14392",unknown,unknown
"14393",unknown,unknown
"14394",unknown,unknown
"14395",unknown,unknown
"14396",unknown,unknown
"14397",F,"40"
"14398",unknown,unknown
"14399",unknown,unknown
"14400",unknown,unknown
"14401",unknown,unknown
"14402",unknown,unknown
"14403",unknown,unknown
"14404",unknown,unknown
"14405",unknown,unknown
"14406",unknown,unknown
"14407",unknown,unknown
"14408",unknown,unknown
"14409",unknown,unknown
"14410",unknown,unknown
"14411",unknown,unknown
"14412",F,"30"
"14413",unknown,unknown
"14414",unknown,unknown
"14415",unknown,unknown
"14416",unknown,unknown
"14417",unknown,unknown
"14418",F,"50"
"14419",unknown,unknown
"14420",unknown,unknown
"14421",unknown,unknown
"14422",unknown,unknown
"14423",unknown,unknown
"14424",unknown,unknown
"14425",unknown,unknown
"14426",unknown,unknown
"14427",unknown,unknown
"14428",unknown,unknown
"14429",unknown,unknown
"14430",unknown,unknown
"14431",unknown,unknown
"14432",unknown,unknown
"14433",unknown,unknown
"14434",unknown,unknown
"14435",unknown,unknown
"14436",unknown,unknown
"14437",F,"20"
"14438",unknown,unknown
"14439",unknown,unknown
"14440",unknown,unknown
"14441",unknown,unknown
"14442",unknown,unknown
"14443",unknown,unknown
"14444",unknown,unknown
"14445",unknown,unknown
"14446",unknown,unknown
"14447",unknown,unknown
"14448",unknown,unknown
"14449",unknown,unknown
"14450",unknown,unknown
"14451",unknown,unknown
"14452",F,"40"
"14453",unknown,unknown
"14454",unknown,unknown
"14455",unknown,unknown
"14456",unknown,unknown
"14457",unknown,unknown
"14458",unknown,unknown
"14459",unknown,unknown
"14460",unknown,unknown
"14461",unknown,unknown
"14462",F,"20"
"14463",unknown,unknown
"14464",unknown,unknown
"14465",unknown,unknown
"14466",unknown,unknown
"14467",unknown,unknown
"14468",unknown,unknown
"14469",unknown,unknown
"14470",unknown,unknown
"14471",M,"30"
"14472",unknown,unknown
"14473",unknown,unknown
"14474",unknown,unknown
"14475",F,"30"
"14476",unknown,unknown
"14477",unknown,unknown
"14478",unknown,unknown
"14479",unknown,unknown
"14480",unknown,unknown
"14481",unknown,unknown
"14482",unknown,unknown
"14483",F,"50"
"14484",unknown,unknown
"14485",unknown,unknown
"14486",unknown,unknown
"14487",unknown,unknown
"14488",unknown,unknown
"14489",unknown,unknown
"14490",unknown,unknown
"14491",unknown,unknown
"14492",unknown,unknown
"14493",unknown,unknown
"14494",unknown,unknown
"14495",unknown,unknown
"14496",unknown,unknown
"14497",unknown,unknown
"14498",unknown,unknown
"14499",unknown,unknown
"14500",unknown,unknown
"14501",unknown,unknown
"14502",unknown,unknown
"14503",unknown,unknown
"14504",F,"50"
"14505",unknown,unknown
"14506",unknown,unknown
"14507",unknown,unknown
"14508",unknown,unknown
"14509",unknown,unknown
"14510",unknown,unknown
"14511",unknown,unknown
"14512",unknown,unknown
"14513",unknown,unknown
"14514",unknown,unknown
"14515",unknown,unknown
"14516",unknown,unknown
"14517",unknown,unknown
"14518",F,"40"
"14519",unknown,unknown
"14520",unknown,unknown
"14521",unknown,unknown
"14522",unknown,unknown
"14523",unknown,unknown
"14524",unknown,unknown
"14525",unknown,unknown
"14526",unknown,unknown
"14527",F,"20"
"14528",unknown,unknown
"14529",unknown,unknown
"14530",unknown,unknown
"14531",unknown,unknown
"14532",unknown,unknown
"14533",unknown,unknown
"14534",unknown,unknown
"14535",unknown,unknown
"14536",unknown,unknown
"14537",unknown,unknown
"14538",unknown,unknown
"14539",unknown,unknown
"14540",unknown,unknown
"14541",F,"40"
"14542",unknown,unknown
"14543",unknown,unknown
"14544",F,"30"
"14545",unknown,unknown
"14546",unknown,unknown
"14547",unknown,unknown
"14548",unknown,unknown
"14549",unknown,unknown
"14550",unknown,unknown
"14551",unknown,unknown
"14552",unknown,unknown
"14553",unknown,unknown
"14554",F,"40"
"14555",unknown,unknown
"14556",unknown,unknown
"14557",unknown,unknown
"14558",unknown,unknown
"14559",unknown,unknown
"14560",unknown,unknown
"14561",unknown,unknown
"14562",F,"40"
"14563",unknown,unknown
"14564",unknown,unknown
"14565",unknown,unknown
"14566",unknown,unknown
"14567",unknown,unknown
"14568",unknown,unknown
"14569",unknown,unknown
"14570",unknown,unknown
"14571",unknown,unknown
"14572",unknown,unknown
"14573",unknown,unknown
"14574",unknown,unknown
"14575",unknown,unknown
"14576",unknown,unknown
"14577",unknown,unknown
"14578",unknown,unknown
"14579",F,"30"
"14580",F,"20"
"14581",unknown,unknown
"14582",unknown,unknown
"14583",unknown,unknown
"14584",unknown,unknown
"14585",unknown,unknown
"14586",F,"40"
"14587",unknown,unknown
"14588",F,"30"
"14589",unknown,unknown
"14590",unknown,unknown
"14591",unknown,unknown
"14592",unknown,unknown
"14593",unknown,unknown
"14594",unknown,unknown
"14595",unknown,unknown
"14596",unknown,unknown
"14597",F,"30"
"14598",unknown,unknown
"14599",unknown,unknown
"14600",unknown,unknown
"14601",unknown,unknown
"14602",unknown,unknown
"14603",unknown,unknown
"14604",F,"40"
"14605",M,"40"
"14606",unknown,unknown
"14607",unknown,unknown
"14608",unknown,unknown
"14609",F,"40"
"14610",unknown,unknown
"14611",unknown,unknown
"14612",unknown,unknown
"14613",unknown,unknown
"14614",unknown,unknown
"14615",unknown,unknown
"14616",unknown,unknown
"14617",unknown,unknown
"14618",F,"30"
"14619",F,"30"
"14620",F,"30"
"14621",unknown,unknown
"14622",unknown,unknown
"14623",unknown,unknown
"14624",unknown,unknown
"14625",unknown,unknown
"14626",unknown,unknown
"14627",unknown,unknown
"14628",F,"40"
"14629",unknown,unknown
"14630",unknown,unknown
"14631",F,"50"
"14632",unknown,unknown
"14633",unknown,unknown
"14634",unknown,unknown
"14635",unknown,unknown
"14636",unknown,unknown
"14637",unknown,unknown
"14638",unknown,unknown
"14639",unknown,unknown
"14640",unknown,unknown
"14641",F,"40"
"14642",unknown,unknown
"14643",unknown,unknown
"14644",unknown,unknown
"14645",unknown,unknown
"14646",F,"30"
"14647",unknown,unknown
"14648",F,"40"
"14649",unknown,unknown
"14650",unknown,unknown
"14651",unknown,unknown
"14652",unknown,unknown
"14653",unknown,unknown
"14654",unknown,unknown
"14655",M,"40"
"14656",unknown,unknown
"14657",unknown,unknown
"14658",unknown,unknown
"14659",unknown,unknown
"14660",unknown,unknown
"14661",unknown,unknown
"14662",unknown,unknown
"14663",F,"30"
"14664",unknown,unknown
"14665",unknown,unknown
"14666",unknown,unknown
"14667",unknown,unknown
"14668",unknown,unknown
"14669",unknown,unknown
"14670",M,"30"
"14671",F,"40"
"14672",unknown,unknown
"14673",F,"30"
"14674",unknown,unknown
"14675",unknown,unknown
"14676",unknown,unknown
"14677",unknown,unknown
"14678",unknown,unknown
"14679",unknown,unknown
"14680",unknown,unknown
"14681",unknown,unknown
"14682",unknown,unknown
"14683",unknown,unknown
"14684",unknown,unknown
"14685",unknown,unknown
"14686",unknown,unknown
"14687",unknown,unknown
"14688",unknown,unknown
"14689",unknown,unknown
"14690",unknown,unknown
"14691",unknown,unknown
"14692",unknown,unknown
"14693",unknown,unknown
"14694",unknown,unknown
"14695",unknown,unknown
"14696",unknown,unknown
"14697",unknown,unknown
"14698",unknown,unknown
"14699",unknown,unknown
"14700",unknown,unknown
"14701",unknown,unknown
"14702",unknown,unknown
"14703",F,"40"
"14704",unknown,unknown
"14705",unknown,unknown
"14706",unknown,unknown
"14707",unknown,unknown
"14708",unknown,unknown
"14709",unknown,unknown
"14710",unknown,unknown
"14711",unknown,unknown
"14712",unknown,unknown
"14713",unknown,unknown
"14714",unknown,unknown
"14715",unknown,unknown
"14716",unknown,unknown
"14717",M,"40"
"14718",unknown,unknown
"14719",unknown,unknown
"14720",unknown,unknown
"14721",unknown,unknown
"14722",F,"40"
"14723",unknown,unknown
"14724",unknown,unknown
"14725",unknown,unknown
"14726",unknown,unknown
"14727",unknown,unknown
"14728",unknown,unknown
"14729",unknown,unknown
"14730",unknown,unknown
"14731",unknown,unknown
"14732",unknown,unknown
"14733",unknown,unknown
"14734",unknown,unknown
"14735",unknown,unknown
"14736",unknown,unknown
"14737",unknown,unknown
"14738",unknown,unknown
"14739",F,"30"
"14740",unknown,unknown
"14741",unknown,unknown
"14742",F,"20"
"14743",unknown,unknown
"14744",unknown,unknown
"14745",unknown,unknown
"14746",unknown,unknown
"14747",F,"40"
"14748",unknown,unknown
"14749",unknown,unknown
"14750",unknown,unknown
"14751",unknown,unknown
"14752",unknown,unknown
"14753",unknown,unknown
"14754",unknown,unknown
"14755",unknown,unknown
"14756",unknown,unknown
"14757",unknown,unknown
"14758",unknown,unknown
"14759",F,"40"
"14760",unknown,unknown
"14761",unknown,unknown
"14762",unknown,unknown
"14763",F,"40"
"14764",unknown,unknown
"14765",F,"50"
"14766",unknown,unknown
"14767",unknown,unknown
"14768",unknown,unknown
"14769",unknown,unknown
"14770",unknown,unknown
"14771",F,"50"
"14772",unknown,unknown
"14773",unknown,unknown
"14774",F,"30"
"14775",unknown,unknown
"14776",unknown,unknown
"14777",unknown,unknown
"14778",unknown,unknown
"14779",unknown,unknown
"14780",unknown,unknown
"14781",unknown,unknown
"14782",unknown,unknown
"14783",unknown,unknown
"14784",unknown,unknown
"14785",unknown,unknown
"14786",unknown,unknown
"14787",unknown,unknown
"14788",unknown,unknown
"14789",unknown,unknown
"14790",unknown,unknown
"14791",unknown,unknown
"14792",unknown,unknown
"14793",F,"40"
"14794",F,"40"
"14795",F,"50"
"14796",unknown,unknown
"14797",unknown,unknown
"14798",unknown,unknown
"14799",unknown,unknown
"14800",unknown,unknown
"14801",M,"30"
"14802",unknown,unknown
"14803",unknown,unknown
"14804",unknown,unknown
"14805",F,"40"
"14806",unknown,unknown
"14807",unknown,unknown
"14808",unknown,unknown
"14809",F,"40"
"14810",unknown,unknown
"14811",unknown,unknown
"14812",unknown,unknown
"14813",F,"40"
"14814",unknown,unknown
"14815",unknown,unknown
"14816",unknown,unknown
"14817",unknown,unknown
"14818",unknown,unknown
"14819",unknown,unknown
"14820",unknown,unknown
"14821",F,"30"
"14822",unknown,unknown
"14823",unknown,unknown
"14824",unknown,unknown
"14825",unknown,unknown
"14826",F,"50"
"14827",unknown,unknown
"14828",unknown,unknown
"14829",unknown,unknown
"14830",unknown,unknown
"14831",unknown,unknown
"14832",F,"30"
"14833",F,"30"
"14834",M,"40"
"14835",M,"30"
"14836",unknown,unknown
"14837",unknown,unknown
"14838",F,"30"
"14839",unknown,unknown
"14840",unknown,unknown
"14841",unknown,unknown
"14842",unknown,unknown
"14843",F,"30"
"14844",unknown,unknown
"14845",F,"30"
"14846",unknown,unknown
"14847",unknown,unknown
"14848",unknown,unknown
"14849",unknown,unknown
"14850",unknown,unknown
"14851",F,"30"
"14852",unknown,unknown
"14853",F,"40"
"14854",unknown,unknown
"14855",unknown,unknown
"14856",unknown,unknown
"14857",F,"50"
"14858",unknown,unknown
"14859",F,"40"
"14860",unknown,unknown
"14861",F,"60"
"14862",F,"40"
"14863",unknown,unknown
"14864",unknown,unknown
"14865",unknown,unknown
"14866",F,"40"
"14867",unknown,unknown
"14868",F,"30"
"14869",unknown,unknown
"14870",unknown,unknown
"14871",F,"40"
"14872",unknown,unknown
"14873",unknown,unknown
"14874",F,"40"
"14875",F,"40"
"14876",unknown,unknown
"14877",F,"50"
"14878",F,"40"
"14879",F,"40"
"14880",unknown,unknown
"14881",unknown,unknown
"14882",F,"30"
"14883",unknown,unknown
"14884",F,"30"
"14885",unknown,unknown
"14886",F,"30"
"14887",unknown,unknown
"14888",F,"40"
"14889",F,"30"
"14890",unknown,unknown
"14891",unknown,unknown
"14892",unknown,unknown
"14893",F,"40"
"14894",unknown,unknown
"14895",F,"30"
"14896",unknown,unknown
"14897",unknown,unknown
"14898",unknown,unknown
"14899",F,"60"
"14900",unknown,unknown
"14901",unknown,unknown
"14902",unknown,unknown
"14903",unknown,unknown
"14904",F,"20"
"14905",F,"30"
"14906",unknown,unknown
"14907",unknown,unknown
"14908",unknown,unknown
"14909",F,"40"
"14910",unknown,unknown
"14911",unknown,unknown
"14912",unknown,unknown
"14913",unknown,unknown
"14914",unknown,unknown
"14915",unknown,unknown
"14916",unknown,unknown
"14917",unknown,unknown
"14918",unknown,unknown
"14919",unknown,unknown
"14920",unknown,unknown
"14921",unknown,unknown
"14922",F,"10"
"14923",unknown,unknown
"14924",unknown,unknown
"14925",unknown,unknown
"14926",unknown,unknown
"14927",unknown,unknown
"14928",F,"40"
"14929",unknown,unknown
"14930",unknown,unknown
"14931",F,"40"
"14932",unknown,unknown
"14933",unknown,unknown
"14934",unknown,unknown
"14935",unknown,unknown
"14936",unknown,unknown
"14937",unknown,unknown
"14938",unknown,unknown
"14939",unknown,unknown
"14940",unknown,unknown
"14941",unknown,unknown
"14942",unknown,unknown
"14943",unknown,unknown
"14944",unknown,unknown
"14945",unknown,unknown
"14946",unknown,unknown
"14947",unknown,unknown
"14948",F,"50"
"14949",M,"40"
"14950",unknown,unknown
"14951",unknown,unknown
"14952",F,"30"
"14953",unknown,unknown
"14954",unknown,unknown
"14955",unknown,unknown
"14956",unknown,unknown
"14957",unknown,unknown
"14958",unknown,unknown
"14959",unknown,unknown
"14960",unknown,unknown
"14961",unknown,unknown
"14962",unknown,unknown
"14963",unknown,unknown
"14964",F,"30"
"14965",unknown,unknown
"14966",F,"40"
"14967",F,"60"
"14968",unknown,unknown
"14969",unknown,unknown
"14970",unknown,unknown
"14971",unknown,unknown
"14972",unknown,unknown
"14973",unknown,unknown
"14974",F,"20"
"14975",unknown,unknown
"14976",unknown,unknown
"14977",unknown,unknown
"14978",unknown,unknown
"14979",unknown,unknown
"14980",unknown,unknown
"14981",unknown,unknown
"14982",unknown,unknown
"14983",unknown,unknown
"14984",unknown,unknown
"14985",unknown,unknown
"14986",unknown,unknown
"14987",unknown,unknown
"14988",unknown,unknown
"14989",unknown,unknown
"14990",unknown,unknown
"14991",unknown,unknown
"14992",F,"40"
"14993",F,"40"
"14994",F,"20"
"14995",F,"40"
"14996",unknown,unknown
"14997",unknown,unknown
"14998",unknown,unknown
"14999",unknown,unknown
"15000",unknown,unknown
"15001",F,"30"
"15002",unknown,unknown
"15003",unknown,unknown
"15004",unknown,unknown
"15005",M,"40"
"15006",unknown,unknown
"15007",F,"40"
"15008",unknown,unknown
"15009",F,"40"
"15010",F,"50"
"15011",unknown,unknown
"15012",unknown,unknown
"15013",F,"50"
"15014",F,"40"
"15015",unknown,unknown
"15016",unknown,unknown
"15017",F,"40"
"15018",unknown,unknown
"15019",F,"30"
"15020",F,"30"
"15021",unknown,unknown
"15022",M,"40"
"15023",unknown,unknown
"15024",unknown,unknown
"15025",unknown,unknown
"15026",M,"30"
"15027",F,"10"
"15028",unknown,unknown
"15029",unknown,unknown
"15030",unknown,unknown
"15031",unknown,unknown
"15032",unknown,unknown
"15033",unknown,unknown
"15034",F,"30"
"15035",unknown,unknown
"15036",unknown,unknown
"15037",unknown,unknown
"15038",unknown,unknown
"15039",unknown,unknown
"15040",unknown,unknown
"15041",unknown,unknown
"15042",M,"40"
"15043",unknown,unknown
"15044",F,"30"
"15045",unknown,unknown
"15046",unknown,unknown
"15047",unknown,unknown
"15048",M,"40"
"15049",unknown,unknown
"15050",unknown,unknown
"15051",unknown,unknown
"15052",unknown,unknown
"15053",unknown,unknown
"15054",unknown,unknown
"15055",unknown,unknown
"15056",unknown,unknown
"15057",unknown,unknown
"15058",unknown,unknown
"15059",F,"50"
"15060",unknown,unknown
"15061",unknown,unknown
"15062",unknown,unknown
"15063",unknown,unknown
"15064",unknown,unknown
"15065",unknown,unknown
"15066",unknown,unknown
"15067",unknown,unknown
"15068",unknown,unknown
"15069",F,"30"
"15070",F,"20"
"15071",F,"50"
"15072",F,"30"
"15073",unknown,unknown
"15074",unknown,unknown
"15075",unknown,unknown
"15076",unknown,unknown
"15077",unknown,unknown
"15078",unknown,unknown
"15079",F,"30"
"15080",unknown,unknown
"15081",unknown,unknown
"15082",unknown,unknown
"15083",unknown,unknown
"15084",unknown,unknown
"15085",unknown,unknown
"15086",unknown,unknown
"15087",unknown,unknown
"15088",unknown,unknown
"15089",unknown,unknown
"15090",unknown,unknown
"15091",unknown,unknown
"15092",unknown,unknown
"15093",F,"40"
"15094",unknown,unknown
"15095",unknown,unknown
"15096",unknown,unknown
"15097",unknown,unknown
"15098",unknown,unknown
"15099",unknown,unknown
"15100",unknown,unknown
"15101",unknown,unknown
"15102",unknown,unknown
"15103",unknown,unknown
"15104",unknown,unknown
"15105",F,"40"
"15106",unknown,unknown
"15107",F,"40"
"15108",unknown,unknown
"15109",unknown,unknown
"15110",unknown,unknown
"15111",unknown,unknown
"15112",unknown,unknown
"15113",M,"40"
"15114",unknown,unknown
"15115",M,"40"
"15116",unknown,unknown
"15117",unknown,unknown
"15118",unknown,unknown
"15119",unknown,unknown
"15120",unknown,unknown
"15121",unknown,unknown
"15122",unknown,unknown
"15123",F,"30"
"15124",unknown,unknown
"15125",F,"50"
"15126",F,"40"
"15127",unknown,unknown
"15128",unknown,unknown
"15129",unknown,unknown
"15130",unknown,unknown
"15131",unknown,unknown
"15132",unknown,unknown
"15133",F,"40"
"15134",unknown,unknown
"15135",F,"30"
"15136",unknown,unknown
"15137",unknown,unknown
"15138",unknown,unknown
"15139",unknown,unknown
"15140",unknown,unknown
"15141",unknown,unknown
"15142",unknown,unknown
"15143",unknown,unknown
"15144",F,"30"
"15145",unknown,unknown
"15146",M,"50"
"15147",M,"30"
"15148",F,"40"
"15149",F,"40"
"15150",unknown,unknown
"15151",unknown,unknown
"15152",F,"40"
"15153",unknown,unknown
"15154",unknown,unknown
"15155",unknown,unknown
"15156",unknown,unknown
"15157",unknown,unknown
"15158",unknown,unknown
"15159",unknown,unknown
"15160",unknown,unknown
"15161",unknown,unknown
"15162",unknown,unknown
"15163",unknown,unknown
"15164",unknown,unknown
"15165",unknown,unknown
"15166",unknown,unknown
"15167",F,"40"
"15168",unknown,unknown
"15169",F,"30"
"15170",unknown,unknown
"15171",unknown,unknown
"15172",unknown,unknown
"15173",unknown,unknown
"15174",unknown,unknown
"15175",unknown,unknown
"15176",unknown,unknown
"15177",unknown,unknown
"15178",unknown,unknown
"15179",unknown,unknown
"15180",unknown,unknown
"15181",unknown,unknown
"15182",F,"30"
"15183",unknown,unknown
"15184",unknown,unknown
"15185",unknown,unknown
"15186",unknown,unknown
"15187",M,"40"
"15188",unknown,unknown
"15189",unknown,unknown
"15190",unknown,unknown
"15191",unknown,unknown
"15192",unknown,unknown
"15193",unknown,unknown
"15194",unknown,unknown
"15195",M,"40"
"15196",unknown,unknown
"15197",F,"50"
"15198",unknown,unknown
"15199",unknown,unknown
"15200",unknown,unknown
"15201",unknown,unknown
"15202",F,"30"
"15203",F,"20"
"15204",unknown,unknown
"15205",unknown,unknown
"15206",unknown,unknown
"15207",M,"40"
"15208",unknown,unknown
"15209",unknown,unknown
"15210",unknown,unknown
"15211",F,"40"
"15212",unknown,unknown
"15213",unknown,unknown
"15214",unknown,unknown
"15215",unknown,unknown
"15216",F,"30"
"15217",unknown,unknown
"15218",unknown,unknown
"15219",unknown,unknown
"15220",F,"30"
"15221",unknown,unknown
"15222",F,"40"
"15223",unknown,unknown
"15224",unknown,unknown
"15225",F,"60"
"15226",unknown,unknown
"15227",unknown,unknown
"15228",F,"30"
"15229",unknown,unknown
"15230",unknown,unknown
"15231",unknown,unknown
"15232",unknown,unknown
"15233",F,"20"
"15234",unknown,unknown
"15235",F,"40"
"15236",unknown,unknown
"15237",F,"40"
"15238",F,"40"
"15239",unknown,unknown
"15240",unknown,unknown
"15241",unknown,unknown
"15242",M,"30"
"15243",unknown,unknown
"15244",unknown,unknown
"15245",unknown,unknown
"15246",unknown,unknown
"15247",F,"20"
"15248",F,"20"
"15249",unknown,unknown
"15250",F,"40"
"15251",unknown,unknown
"15252",unknown,unknown
"15253",unknown,unknown
"15254",unknown,unknown
"15255",unknown,unknown
"15256",unknown,unknown
"15257",unknown,unknown
"15258",unknown,unknown
"15259",F,"40"
"15260",unknown,unknown
"15261",unknown,unknown
"15262",unknown,unknown
"15263",unknown,unknown
"15264",F,"40"
"15265",unknown,unknown
"15266",unknown,unknown
"15267",unknown,unknown
"15268",F,"30"
"15269",unknown,unknown
"15270",unknown,unknown
"15271",unknown,unknown
"15272",unknown,unknown
"15273",unknown,unknown
"15274",unknown,unknown
"15275",unknown,unknown
"15276",unknown,unknown
"15277",unknown,unknown
"15278",unknown,unknown
"15279",unknown,unknown
"15280",F,"50"
"15281",unknown,unknown
"15282",unknown,unknown
"15283",F,"30"
"15284",unknown,unknown
"15285",unknown,unknown
