id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
664,20150326T000000,314950.0,3,2.25,1654,8479,2.0,0,0,3,7,1654,0,1995,0,98038,47.3627,-122.037,1654,8479
665,20141016T000000,550000.0,5,2.75,2160,5720,1.0,0,0,5,7,1500,660,1950,0,98144,47.5728,-122.304,2160,4996
666,20140806T000000,435000.0,3,1.0,1400,4800,1.0,0,0,4,6,700,700,1917,0,98136,47.5499,-122.391,1470,6000
667,20141124T000000,234000.0,3,1.75,1420,8738,1.0,0,0,4,7,1420,0,1966,0,98002,47.3113,-122.20700000000001,1660,8738
668,20140910T000000,205000.0,3,2.0,1410,8384,1.0,0,0,3,7,1410,0,1985,0,98001,47.3315,-122.26299999999999,1410,9205
669,20140919T000000,384000.0,4,1.75,2100,7135,1.0,0,0,4,7,1050,1050,1955,0,98106,47.5353,-122.34899999999999,1730,4000
670,20140522T000000,324000.0,3,2.5,1750,7208,2.0,0,0,3,8,1750,0,1994,0,98055,47.4315,-122.19200000000001,2050,7524
671,20140722T000000,645000.0,3,1.75,2070,5500,1.0,0,0,4,7,1130,940,1946,0,98115,47.6733,-122.301,1800,4400
672,20141023T000000,570000.0,3,3.25,1570,1777,2.0,0,0,3,8,1260,310,2007,0,98107,47.6655,-122.369,1000,1777
673,20141210T000000,324000.0,3,2.5,1920,5322,2.0,0,0,3,8,1920,0,1999,0,98031,47.4095,-122.195,1920,5000
674,20140828T000000,270000.0,2,1.0,1000,10320,1.0,0,0,3,6,1000,0,1943,0,98106,47.527,-122.35600000000001,1100,5160
675,20140519T000000,290000.0,5,1.5,2120,7700,1.5,0,0,5,7,2120,0,1962,0,98058,47.4599,-122.17200000000001,1730,7700
676,20140630T000000,250000.0,3,2.0,1440,9220,1.0,0,0,3,7,1440,0,1965,0,98198,47.3702,-122.31700000000001,1390,7830
677,20150120T000000,342000.0,3,1.75,1660,16275,2.0,0,0,3,7,1660,0,1990,0,98014,47.6903,-121.915,1520,16275
678,20150318T000000,255000.0,3,1.5,1340,8450,1.0,0,0,4,7,1340,0,1958,0,98188,47.4405,-122.28,1340,8920
679,20140623T000000,800000.0,3,2.25,2380,11824,1.0,0,0,4,9,1450,930,1972,0,98040,47.5371,-122.21799999999999,2750,11491
680,20140516T000000,451000.0,3,1.75,1560,4049,1.5,0,2,3,7,1000,560,1926,0,98126,47.5666,-122.375,1430,3738
681,20141203T000000,990000.0,4,2.5,2780,10480,1.0,0,3,3,7,1390,1390,1967,0,98033,47.6597,-122.204,2860,10506
682,20140520T000000,288400.0,4,2.5,1860,6687,1.0,0,0,4,7,1220,640,1983,0,98031,47.4046,-122.186,1860,6117
683,20150310T000000,420000.0,3,1.5,2390,4600,2.0,0,0,3,8,1750,640,1920,1995,98118,47.5383,-122.26799999999999,1690,5220
684,20140808T000000,390000.0,4,3.0,2570,262018,1.0,0,0,3,7,1420,1150,1988,0,98058,47.4417,-122.09,2260,19811
685,20140902T000000,300000.0,3,2.5,1320,2614,2.0,0,0,3,7,1320,0,2005,0,98118,47.5355,-122.28299999999999,1320,2533
686,20150408T000000,288349.0,3,1.0,1250,18616,1.0,0,0,4,6,1250,0,1972,0,98010,47.3414,-122.04700000000001,1920,15654
687,20140717T000000,891000.0,4,2.0,2330,5000,1.5,0,0,5,7,1720,610,1925,0,98117,47.6804,-122.35799999999999,2090,5000
688,20150205T000000,378000.0,4,2.5,2790,4650,2.0,0,0,3,8,2790,0,2004,0,98038,47.3556,-122.02600000000001,2820,4650
689,20140623T000000,299995.0,2,1.0,1060,7200,1.0,0,0,4,6,1060,0,1951,0,98155,47.7463,-122.315,1850,8291
690,20150120T000000,350000.0,3,2.25,1580,47916,1.0,0,0,3,7,1580,0,1979,0,98024,47.5583,-121.852,1980,75358
691,20140612T000000,315000.0,2,1.0,970,5665,1.0,0,0,4,6,970,0,1908,0,98118,47.5513,-122.273,1490,4429
692,20141022T000000,570000.0,4,3.0,1490,6766,1.5,0,1,5,7,1490,0,1915,0,98136,47.5446,-122.382,1990,6526
693,20140811T000000,971000.0,5,3.5,4390,10140,2.0,0,0,3,9,3350,1040,2005,0,98125,47.7174,-122.28200000000001,2010,8400
694,20150306T000000,369950.0,3,1.0,2430,10720,1.0,0,0,3,7,2430,0,1977,0,98045,47.4895,-121.787,1660,11560
695,20150506T000000,435000.0,5,1.0,1410,6750,1.5,0,0,3,6,1410,0,1929,0,98118,47.5453,-122.27799999999999,1360,6750
696,20150325T000000,601000.0,3,1.75,1330,6743,1.0,0,0,3,8,1330,0,1958,2002,98125,47.7012,-122.286,2600,7350
697,20140521T000000,720000.0,3,2.5,2020,1159,3.0,0,3,3,8,2020,0,2000,0,98103,47.6617,-122.35600000000001,1920,3600
698,20150421T000000,851000.0,4,2.5,3130,13202,2.0,0,0,3,10,3130,0,1996,0,98075,47.5878,-121.976,2840,10470
699,20140908T000000,323000.0,3,1.75,2100,14850,1.0,0,0,4,7,2100,0,1963,0,98042,47.3622,-122.059,1930,17238
700,20140922T000000,345500.0,3,1.0,1350,8581,1.0,0,0,5,6,1350,0,1944,0,98177,47.7612,-122.36200000000001,2080,8451
701,20141203T000000,378000.0,4,1.5,2140,7920,1.0,0,0,3,7,1190,950,1959,0,98118,47.5491,-122.272,2140,7238
702,20140916T000000,425000.0,2,1.0,970,2970,1.0,0,0,3,7,970,0,1910,0,98102,47.6233,-122.319,1670,3000
703,20141202T000000,210000.0,4,2.0,1520,6174,1.5,0,0,5,6,1520,0,1920,0,98022,47.2105,-121.98899999999999,1390,5407
704,20140528T000000,630000.0,4,2.5,2740,43101,2.0,0,0,3,9,2740,0,1993,0,98077,47.7649,-122.04899999999999,2740,33447
705,20140730T000000,335000.0,3,1.75,1570,7500,1.0,0,1,3,7,1300,270,1953,0,98146,47.4999,-122.368,1590,7660
706,20140625T000000,196500.0,3,1.0,1320,9000,1.0,0,0,3,7,1320,0,1966,0,98001,47.3461,-122.272,1320,9800
707,20140515T000000,582800.0,4,2.75,2550,7636,1.0,0,0,3,8,1440,1110,1986,0,98074,47.6471,-122.06,2290,8223
708,20140623T000000,440000.0,3,1.75,1560,7207,1.0,0,0,3,7,1250,310,1983,0,98034,47.7283,-122.22200000000001,1540,7485
709,20140825T000000,752500.0,4,2.25,2360,8616,2.0,0,0,4,8,2360,0,1974,0,98033,47.6495,-122.198,2360,9337
710,20150506T000000,265000.0,3,1.0,1070,9000,1.0,0,0,4,7,1070,0,1950,0,98198,47.4061,-122.33,1840,12000
711,20140806T000000,648000.0,4,2.5,2620,5450,2.0,0,0,3,9,2620,0,2001,0,98074,47.6301,-122.01899999999999,2590,5371
712,20150330T000000,427200.0,3,1.0,1030,8400,1.0,0,0,4,7,1030,0,1963,0,98056,47.5364,-122.17299999999999,1270,8400
713,20150311T000000,280000.0,3,2.25,1900,7800,1.0,0,0,4,8,1390,510,1977,0,98055,47.4545,-122.208,1730,7800
714,20140916T000000,379000.0,2,1.0,930,5400,1.0,0,0,3,7,930,0,1952,0,98117,47.6971,-122.37200000000001,1050,5400
715,20140527T000000,326100.0,2,1.0,880,7683,1.0,0,0,3,6,880,0,1942,0,98177,47.7145,-122.361,1370,7695
716,20140529T000000,535000.0,3,2.5,1360,1016,3.0,0,0,3,7,1310,50,2003,0,98115,47.6774,-122.324,1365,1156
717,20140821T000000,260000.0,3,1.0,1480,7469,1.5,0,0,3,6,1120,360,1940,0,98168,47.5048,-122.301,1460,7379
718,20150225T000000,484950.0,3,2.25,1670,5004,2.0,0,0,3,8,1670,0,1987,0,98029,47.5688,-122.01700000000001,1850,5276
719,20141013T000000,640000.0,4,1.75,2060,9828,1.0,0,0,4,8,2060,0,1960,0,98005,47.5867,-122.17399999999999,2260,9996
720,20150304T000000,585000.0,4,2.5,2160,8158,1.0,0,0,4,8,1660,500,1952,0,98115,47.6948,-122.32799999999999,1520,7208
721,20150108T000000,645000.0,4,2.0,2780,11583,1.0,0,3,3,8,1190,1590,1955,0,98125,47.7293,-122.28399999999999,2580,10241
722,20150505T000000,253000.0,3,2.0,1490,7651,1.0,0,0,3,7,1490,0,1988,0,98003,47.3211,-122.325,1590,7795
723,20140821T000000,291000.0,4,2.5,1860,6325,2.0,0,0,4,7,1860,0,1991,0,98038,47.3492,-122.03,1860,6449
724,20140917T000000,199950.0,2,2.75,1590,20917,1.5,0,0,3,5,1590,0,1920,0,98001,47.2786,-122.25,1310,6000
725,20150415T000000,189950.0,2,1.0,1030,4188,1.0,0,0,3,8,1030,0,1981,0,98038,47.3738,-122.057,1450,3376
726,20140924T000000,289000.0,3,2.0,1850,9550,1.0,0,0,3,8,1850,0,1988,0,98001,47.3225,-122.273,2250,9550
727,20141022T000000,270000.0,3,2.0,1560,8853,1.0,0,0,3,7,1560,0,1967,0,98058,47.4312,-122.171,1610,8750
728,20140614T000000,530000.0,3,2.5,1930,7214,2.0,0,0,3,8,1930,0,2005,0,98125,47.7191,-122.309,1930,7266
729,20141218T000000,245000.0,3,2.25,1422,3677,2.0,0,0,3,7,1422,0,2012,0,98092,47.3204,-122.178,1677,3677
730,20150422T000000,563000.0,3,2.0,1380,5000,1.5,0,0,4,7,1380,0,1917,0,98117,47.6807,-122.369,1350,5000
731,20140617T000000,325000.0,4,2.5,2610,7091,2.0,0,0,3,9,2610,0,1987,0,98023,47.3017,-122.34899999999999,2610,7773
732,20150402T000000,540000.0,3,2.25,2000,217800,2.0,0,0,3,8,2000,0,1996,0,98024,47.5599,-121.911,2220,217800
733,20141210T000000,280300.0,2,1.0,920,5000,1.0,0,0,4,6,490,430,1949,0,98103,47.7008,-122.338,1500,5000
734,20141212T000000,475000.0,3,1.75,2020,8970,1.0,0,0,4,7,1180,840,1981,0,98072,47.7571,-122.145,2140,8008
735,20140612T000000,900000.0,4,2.25,2460,44431,1.0,0,0,4,9,2460,0,1957,0,98007,47.6042,-122.147,2830,44431
736,20140909T000000,429000.0,2,1.0,1080,3600,1.0,0,0,3,7,1080,0,1922,0,98122,47.6078,-122.291,2230,4500
737,20140725T000000,164808.0,3,1.0,1250,5411,1.0,0,0,3,7,1250,0,1980,0,98178,47.5064,-122.265,1490,6320
738,20150126T000000,520000.0,4,2.25,1870,7700,2.0,0,0,3,7,1870,0,1977,0,98052,47.6937,-122.12700000000001,1970,7700
739,20140618T000000,475000.0,3,1.75,1700,8432,1.0,0,0,3,8,1230,470,1977,0,98125,47.7221,-122.31700000000001,1800,7842
740,20140926T000000,283000.0,4,1.5,1480,47045,1.0,0,0,5,6,1480,0,1942,0,98168,47.4809,-122.3,1530,11000
741,20140729T000000,840000.0,4,2.75,3130,21810,2.0,0,0,4,10,3130,0,1993,0,98077,47.7083,-122.073,3330,21810
742,20150414T000000,287000.0,3,2.25,1370,6000,2.0,0,0,4,7,1370,0,1992,0,98038,47.3484,-122.03299999999999,1370,6200
743,20140825T000000,349500.0,3,1.75,1260,7128,1.0,0,0,4,7,1260,0,1969,0,98034,47.7263,-122.205,1330,7326
744,20140814T000000,446450.0,3,1.5,1480,7749,1.0,0,0,5,7,1480,0,1960,0,98126,47.5144,-122.37899999999999,1140,5320
745,20140610T000000,315000.0,4,2.5,1930,9643,2.0,0,0,4,7,1930,0,1992,0,98031,47.4065,-122.18,1930,7525
746,20140520T000000,271310.0,2,1.0,870,5340,1.5,0,0,2,6,870,0,1906,0,98144,47.5849,-122.302,1190,4440
747,20150122T000000,315000.0,4,1.0,1300,8400,1.5,0,0,4,7,1300,0,1953,0,98133,47.7612,-122.33200000000001,1330,8400
748,20140515T000000,245000.0,3,1.75,1490,6930,1.0,0,0,4,7,1490,0,1990,0,98030,47.3682,-122.179,1880,6861
749,20150429T000000,554000.0,2,2.0,1920,6045,1.0,0,0,3,8,1920,0,2003,0,98053,47.7107,-122.031,1670,5200
750,20140820T000000,768000.0,3,2.5,3220,54160,2.0,0,2,4,9,2690,530,1981,0,98006,47.5468,-122.109,3460,44374
751,20150413T000000,415000.0,3,1.75,1480,2200,2.0,0,0,3,7,1480,0,1995,0,98103,47.6969,-122.35,1360,2190
752,20150220T000000,380000.0,4,2.5,2000,6921,2.0,0,0,3,8,2000,0,2003,0,98038,47.3559,-122.014,2430,6339
753,20150316T000000,218500.0,2,1.0,1600,8961,1.0,0,0,4,7,1390,210,1949,0,98002,47.3098,-122.21,1502,6798
754,20140502T000000,550000.0,4,2.5,1940,10500,1.0,0,0,4,7,1140,800,1976,0,98052,47.683,-122.11399999999999,2200,10500
755,20150317T000000,197500.0,2,1.0,820,8860,1.0,0,0,3,6,820,0,1950,0,98055,47.452,-122.19,1660,15375
756,20140715T000000,470000.0,3,2.25,1780,8784,1.0,0,0,3,7,1230,550,1977,0,98033,47.701,-122.17200000000001,1780,7704
757,20150313T000000,590000.0,3,1.75,1560,242629,1.0,0,0,3,7,1560,0,1981,0,98053,47.6493,-121.956,2320,220654
758,20150318T000000,465000.0,4,2.25,2210,8862,1.0,0,0,4,8,1270,940,1977,0,98011,47.7725,-122.198,2030,8862
759,20140915T000000,499000.0,2,1.75,2040,114562,1.0,0,0,4,7,2040,0,1968,0,98027,47.4985,-122.09200000000001,1850,94960
760,20140825T000000,515000.0,3,2.25,1920,11500,1.0,0,0,3,8,1920,0,1972,2000,98006,47.5498,-122.18799999999999,2260,8866
761,20141106T000000,716500.0,3,1.75,1930,5000,1.0,0,0,3,9,1230,700,1936,0,98105,47.6582,-122.27799999999999,2300,6000
762,20140517T000000,410000.0,3,2.0,1700,4250,1.0,0,0,3,6,890,810,1944,0,98199,47.6542,-122.385,1440,4250
763,20141022T000000,850000.0,4,3.25,3450,6500,2.0,0,0,3,8,2450,1000,1994,0,98136,47.5437,-122.38799999999999,1750,6500
764,20140522T000000,1050000.0,4,3.25,3440,35021,2.0,0,0,3,10,3440,0,1983,0,98033,47.6476,-122.184,3440,35021
765,20140609T000000,648000.0,4,2.5,2380,13435,2.0,0,0,3,10,2380,0,1992,0,98075,47.5833,-122.02799999999999,2730,9677
766,20140605T000000,620000.0,4,2.25,2400,5350,1.5,0,0,4,7,1460,940,1929,0,98117,47.6763,-122.37,1250,4880
767,20150319T000000,379000.0,3,1.0,1140,10320,1.0,0,0,4,7,1140,0,1963,0,98034,47.7168,-122.196,1140,10412
768,20141230T000000,528000.0,4,2.25,1910,8005,1.0,0,0,3,8,1280,630,1960,0,98125,47.7259,-122.29799999999999,1860,8010
769,20150426T000000,425000.0,3,1.75,1560,9452,1.0,0,0,4,8,1560,0,1974,0,98056,47.5197,-122.18,2200,9985
770,20140716T000000,1035480.0,5,3.25,4475,6642,2.0,0,0,3,9,4475,0,2014,0,98053,47.6849,-122.01799999999999,3720,6633
771,20140813T000000,790000.0,4,2.75,2840,11900,1.0,0,3,4,9,1640,1200,1961,0,98136,47.5271,-122.38600000000001,2790,10070
772,20140818T000000,399950.0,3,1.0,1020,18050,1.0,0,0,3,7,1020,0,1969,0,98027,47.5254,-122.04299999999999,1750,11640
773,20141021T000000,275000.0,3,1.5,1410,9000,1.0,0,0,3,7,1410,0,1953,0,98133,47.7635,-122.35,1910,7214
774,20141105T000000,140000.0,1,1.0,730,6890,1.0,0,0,4,4,730,0,1926,0,98055,47.467,-122.215,1790,7969
775,20140725T000000,250000.0,3,1.0,1190,6250,1.0,0,0,3,7,990,200,1954,0,98108,47.5658,-122.292,1760,6434
776,20140710T000000,505000.0,2,1.0,1240,57000,1.0,0,0,3,7,1240,0,1962,0,98075,47.597,-122.059,3050,25545
777,20150417T000000,470500.0,5,2.5,2500,9248,1.0,0,0,3,8,1300,1200,1966,0,98006,47.5415,-122.18,2090,8568
778,20140527T000000,360000.0,3,1.0,1050,9206,1.5,0,0,3,7,1050,0,1954,0,98125,47.7071,-122.301,1380,6384
779,20150319T000000,1242500.0,4,2.75,2680,8500,1.0,0,4,4,9,1480,1200,1962,0,98006,47.5634,-122.156,2940,8650
780,20150410T000000,986000.0,3,2.5,2380,16080,1.0,0,2,4,9,1340,1040,1964,0,98136,47.5262,-122.38600000000001,2560,10070
781,20150205T000000,515000.0,2,1.0,1060,4228,1.0,0,0,3,7,860,200,1906,0,98112,47.6231,-122.29299999999999,1060,4187
782,20150202T000000,310000.0,4,3.0,2010,7426,1.0,0,0,5,7,1090,920,1951,0,98178,47.5042,-122.265,1470,7426
783,20141002T000000,208000.0,4,2.75,1810,8677,1.5,0,0,3,7,1810,0,1962,0,98198,47.3668,-122.31,1740,8677
784,20140827T000000,825000.0,2,1.0,1150,12775,1.0,1,4,4,6,1150,0,1908,0,98178,47.501999999999995,-122.22200000000001,2440,11852
785,20140716T000000,515000.0,3,2.5,2360,11254,1.0,0,2,3,9,2360,0,1990,0,98003,47.3356,-122.333,2390,11254
786,20140520T000000,675000.0,4,3.0,2690,28300,1.0,0,0,3,8,2690,0,1954,1999,98166,47.4458,-122.34299999999999,2820,27100
787,20150420T000000,550000.0,4,2.5,2080,4080,1.0,0,0,5,7,1040,1040,1962,0,98144,47.571999999999996,-122.29,1340,4080
788,20140725T000000,225000.0,3,1.5,1370,9000,1.0,0,0,3,7,1370,0,1962,0,98168,47.4973,-122.32799999999999,1400,9075
789,20150317T000000,500000.0,3,2.75,3410,9360,1.5,0,0,4,8,3410,0,1967,0,98058,47.4497,-122.147,2260,10128
790,20150427T000000,385000.0,4,2.0,1850,11700,1.0,0,0,4,8,1850,0,1969,0,98059,47.4702,-122.12,2110,11700
791,20150210T000000,448000.0,3,2.25,1530,3056,2.0,0,0,3,7,1530,0,2003,0,98053,47.6817,-122.035,1560,3064
792,20150507T000000,730000.0,5,1.75,2690,21357,1.0,0,0,4,7,1420,1270,1952,0,98004,47.5831,-122.191,2600,17539
793,20140714T000000,575000.0,4,1.5,2810,7140,1.0,0,2,3,8,1490,1320,1954,0,98136,47.5252,-122.382,2240,6825
794,20150114T000000,435000.0,3,2.5,1560,3987,2.0,0,0,3,7,1560,0,2002,0,98053,47.687,-122.04299999999999,1600,3152
795,20141219T000000,241000.0,3,1.0,1010,9611,1.0,0,0,4,6,1010,0,1973,0,98092,47.3006,-122.066,1200,9611
796,20150513T000000,453500.0,2,1.75,1000,1760,1.0,0,0,4,6,600,400,1924,0,98109,47.6261,-122.355,2120,2802
797,20150406T000000,285000.0,2,1.5,990,1380,3.0,0,0,3,7,990,0,2001,0,98133,47.7218,-122.35600000000001,1050,1380
798,20140528T000000,151000.0,2,1.0,720,4222,1.0,0,0,4,5,720,0,1942,0,98056,47.4965,-122.186,860,4785
799,20141110T000000,1570000.0,5,4.5,6070,14731,2.0,0,0,3,11,6070,0,2004,0,98059,47.5306,-122.134,4750,13404
800,20140602T000000,285000.0,2,2.5,1380,1073,2.0,0,0,3,7,1140,240,2011,0,98126,47.5462,-122.369,1580,2036
801,20150220T000000,195000.0,3,1.0,1260,8378,1.0,0,0,4,6,840,420,1959,1977,98023,47.3274,-122.348,1140,8496
802,20150425T000000,817500.0,4,2.5,2910,35679,2.0,0,0,4,9,2910,0,1987,0,98075,47.5859,-121.991,2720,36728
803,20150109T000000,550000.0,3,2.0,1810,12825,1.0,0,0,4,7,1810,0,1960,0,98007,47.5953,-122.14,1490,10800
804,20140703T000000,1127000.0,4,2.5,3160,8281,2.0,0,0,4,9,3160,0,1995,0,98033,47.6699,-122.195,3000,8281
805,20141230T000000,609850.0,2,2.75,1910,1369,3.0,0,0,3,9,1910,0,2002,0,98119,47.6544,-122.37299999999999,1910,1879
806,20150106T000000,200000.0,3,1.0,1230,4380,1.0,0,0,3,6,1230,0,1947,0,98106,47.5352,-122.361,1525,6026
807,20150402T000000,275000.0,2,1.5,1270,32175,1.0,0,0,4,7,1270,0,1947,0,98003,47.3347,-122.304,1270,10200
808,20150324T000000,350900.0,4,2.5,2540,12843,2.0,0,0,3,9,2540,0,1992,0,98030,47.3866,-122.169,2410,9383
809,20140620T000000,660000.0,4,3.25,3030,9273,2.0,0,0,5,8,3030,0,1988,0,98029,47.5747,-122.014,2360,7632
810,20140819T000000,525000.0,3,1.75,1520,8835,1.0,0,0,4,7,1520,0,1957,0,98008,47.6054,-122.118,1760,8580
811,20150206T000000,262000.0,4,2.5,1560,7800,2.0,0,0,3,7,1560,0,1997,0,98168,47.513999999999996,-122.316,1160,7800
812,20150324T000000,624000.0,5,3.75,3570,14648,2.0,0,0,3,9,3570,0,2005,0,98019,47.7377,-121.97399999999999,3160,7882
813,20150311T000000,552500.0,4,3.5,3710,10400,2.0,0,0,3,8,2290,1420,2002,0,98056,47.5041,-122.186,1720,4276
814,20140509T000000,224500.0,4,1.0,1430,8355,1.5,0,0,4,7,1430,0,1983,0,98092,47.3178,-122.17399999999999,1550,7938
815,20140711T000000,975000.0,5,4.5,4300,12250,2.0,0,0,3,10,4300,0,2004,0,98029,47.5557,-122.027,3950,12250
816,20140625T000000,1200000.0,4,1.75,3990,13470,2.0,0,0,3,11,3990,0,2006,0,98059,47.5305,-122.131,5790,13709
817,20140922T000000,170000.0,3,1.0,1480,5670,1.0,0,0,3,6,780,700,1944,0,98106,47.5175,-122.36,760,5040
818,20150213T000000,369000.0,5,1.5,2550,6300,1.0,0,0,4,7,1560,990,1959,0,98056,47.5014,-122.17200000000001,1380,6300
819,20150114T000000,332500.0,3,1.5,1500,6332,1.0,0,0,3,7,1500,0,1953,0,98125,47.7274,-122.31200000000001,1500,6337
820,20150506T000000,515000.0,3,2.5,3000,8250,1.0,0,0,4,8,1760,1240,1963,0,98008,47.6191,-122.11200000000001,2040,8250
821,20140605T000000,269000.0,3,1.0,1690,4250,1.0,0,0,3,7,1020,670,1967,0,98178,47.4945,-122.258,1820,8865
822,20140730T000000,1278000.0,4,4.0,4390,17832,1.0,0,0,4,11,2430,1960,1994,0,98059,47.5283,-122.14299999999999,3090,12369
823,20150206T000000,303000.0,3,2.5,1560,4100,2.0,0,0,3,7,1560,0,1985,0,98055,47.4733,-122.189,1660,4400
824,20150105T000000,420000.0,7,3.0,2940,8624,1.0,0,0,3,8,1690,1250,1977,0,98155,47.7555,-122.307,1850,8031
825,20141110T000000,400000.0,3,1.0,1130,4100,1.0,0,0,3,7,990,140,1941,0,98117,47.6856,-122.385,1800,4100
826,20150204T000000,225000.0,3,1.0,1020,8437,1.0,0,0,5,6,1020,0,1987,0,98022,47.2093,-122.0,1420,8500
827,20141231T000000,605000.0,3,2.5,2570,9487,2.0,0,3,3,9,2570,0,1989,0,98011,47.7408,-122.21600000000001,2490,9898
828,20141014T000000,625000.0,4,2.0,2020,6867,1.0,0,0,5,8,1010,1010,1942,0,98115,47.7,-122.292,1250,6842
829,20150224T000000,380000.0,5,2.0,1680,3240,1.0,0,0,3,5,840,840,1906,0,98144,47.5965,-122.311,1380,1260
830,20150424T000000,620000.0,4,2.0,1770,7700,1.5,0,0,4,7,1770,0,1962,0,98007,47.5916,-122.146,1710,7700
831,20140627T000000,687500.0,4,2.75,3190,10970,2.0,0,0,3,10,3190,0,1994,0,98075,47.5862,-122.029,2850,8416
832,20141215T000000,252500.0,3,2.0,1150,6000,1.0,0,0,5,7,1150,0,1956,0,98178,47.498000000000005,-122.26299999999999,1980,6360
833,20141029T000000,510000.0,3,2.5,1860,3658,2.0,0,0,3,8,1860,0,1994,0,98029,47.5703,-122.00399999999999,1840,3739
834,20140507T000000,510000.0,4,2.5,2430,5203,2.0,0,0,3,8,2430,0,2003,0,98155,47.7402,-122.31700000000001,2260,7474
835,20150406T000000,699000.0,4,2.5,3230,40319,2.0,0,0,4,10,3230,0,1987,0,98027,47.4856,-122.069,2990,40234
836,20141229T000000,790000.0,4,1.75,2460,10061,1.0,1,4,3,7,1410,1050,1961,0,98178,47.5105,-122.238,2300,10061
837,20140729T000000,305000.0,4,2.5,2230,5000,2.0,0,0,3,8,2230,0,2003,0,98031,47.3919,-122.184,2230,6137
838,20141002T000000,315000.0,3,2.5,1570,2865,2.0,0,0,3,7,1570,0,2003,0,98118,47.5412,-122.288,1610,2582
839,20140812T000000,267500.0,5,3.5,2390,6600,2.0,0,0,5,7,2390,0,1977,0,98042,47.3737,-122.115,1140,6600
840,20140813T000000,435000.0,6,3.5,2400,8620,2.0,0,0,3,8,1640,760,1987,0,98034,47.7152,-122.162,1940,7350
841,20140905T000000,482500.0,6,4.5,2940,7500,1.5,0,0,4,8,2940,0,1966,0,98034,47.7208,-122.182,2010,7500
842,20141020T000000,5110800.0,5,5.25,8010,45517,2.0,1,4,3,12,5990,2020,1999,0,98033,47.6767,-122.211,3430,26788
843,20140828T000000,439995.0,3,1.75,1570,8400,1.0,0,0,4,7,1570,0,1959,0,98133,47.76,-122.34,1860,8639
844,20150508T000000,460000.0,3,3.0,1520,7500,1.0,0,0,3,7,1180,340,1967,0,98034,47.7276,-122.181,2080,8000
845,20140729T000000,194000.0,3,1.0,1070,6440,1.0,0,0,4,7,1070,0,1971,0,98023,47.3186,-122.37299999999999,1190,6532
846,20150317T000000,900000.0,4,2.5,2660,3672,2.0,0,0,5,8,1800,860,1910,0,98105,47.6609,-122.324,1510,3825
847,20140507T000000,1150000.0,4,4.0,4460,103382,2.0,0,0,3,11,4460,0,2001,0,98053,47.63399999999999,-121.99700000000001,3470,88519
848,20150309T000000,359000.0,3,2.5,1450,3850,2.0,0,0,3,7,1450,0,2004,0,98065,47.5318,-121.85,1970,3748
849,20140821T000000,505000.0,3,2.0,1500,2500,2.0,0,0,3,8,1500,0,2002,0,98107,47.6748,-122.385,1550,5000
850,20140709T000000,565000.0,3,2.5,2500,7394,2.0,0,0,3,9,2500,0,1990,0,98072,47.7441,-122.17299999999999,2790,7642
851,20150429T000000,585000.0,2,1.75,1280,7110,1.0,0,0,4,7,1000,280,1955,0,98118,47.5569,-122.273,1550,6835
852,20150430T000000,328000.0,4,3.25,3380,7500,2.0,0,3,3,7,2420,960,1990,0,98198,47.4092,-122.33,1920,7500
853,20140709T000000,749950.0,4,2.75,2910,18700,1.0,0,0,3,9,2210,700,1957,1995,98177,47.7557,-122.368,2420,26140
854,20140904T000000,535000.0,3,1.0,1330,40259,1.0,0,0,4,7,1330,0,1977,0,98024,47.552,-121.89,1710,34787
855,20140806T000000,925000.0,4,2.5,3300,101930,2.0,0,0,4,10,3300,0,1991,0,98029,47.576,-121.976,2880,213879
856,20140523T000000,902000.0,4,2.25,2530,9200,1.0,0,0,5,9,1570,960,1976,0,98006,47.5612,-122.152,3030,9400
857,20141001T000000,423000.0,3,1.0,1830,13900,1.0,0,0,3,7,1830,0,1951,0,98133,47.7654,-122.352,1840,10667
858,20140623T000000,235000.0,3,1.0,1170,11100,1.0,0,0,4,6,1170,0,1968,0,98059,47.4954,-122.164,2080,8481
859,20140710T000000,545000.0,2,2.0,2930,14057,1.0,0,2,4,8,1680,1250,1980,0,98070,47.4025,-122.463,2234,61011
860,20141016T000000,343000.0,2,1.0,1230,7560,1.0,0,0,3,7,1230,0,1961,0,98133,47.7298,-122.34,1270,7560
861,20150324T000000,334950.0,3,2.5,1620,2930,2.0,0,0,3,8,1620,0,2002,0,98058,47.4491,-122.12,1900,2943
862,20140909T000000,405000.0,3,1.75,1760,5355,1.0,0,0,3,7,1160,600,1956,0,98118,47.5368,-122.26700000000001,1790,6225
863,20141215T000000,220000.0,4,1.0,1440,8250,1.0,0,0,3,7,1440,0,1959,0,98188,47.4325,-122.291,1440,8466
864,20141002T000000,173000.0,2,1.0,1740,8100,1.0,0,0,3,6,1050,690,1947,0,98168,47.4942,-122.304,960,8100
865,20141107T000000,655000.0,3,1.0,1270,3600,1.5,0,0,3,7,1270,0,1906,0,98119,47.6368,-122.37,1710,3600
866,20141126T000000,357000.0,5,2.75,1540,4000,1.0,0,0,3,7,1140,400,1990,0,98106,47.533,-122.354,1630,4000
